Lemma,CEFR,POS,Frq abs,Frq ipm
жестокий,B2,adj,6660,42.05
крепко,B2,adv,6660,42.05
административный,B2,adj,6652,41.99
дрожать,B2,v,6651,41.99
плод,B2,n,6645,41.95
соединение,B2,n,6632,41.87
впоследствии,B2,adv,6629,41.85
в ходе,B2,mwe,6622,41.81
прибор,B2,n,6602,41.68
восторг,B2,n,6598,41.65
точность,B2,n,6580,41.54
превращаться,B2,v,6577,41.52
персонал,B2,n,6564,41.44
оценивать,B2,v,6554,41.38
оператор,B2,n,6524,41.19
развивать,B2,V,6516,41.14
поселок,B2,n,6500,41.04
кодекс,B2,n,6495,41.00
аналогичный,B2,adj,6488,40.96
исследователь,B2,n,6482,40.92
исчезать,B2,v,6480,40.91
препарат,B2,n,6471,40.85
прежде чем,B2,mwe,6458,40.77
конструкция,B2,n,6439,40.65
самостоятельный,B2,adj,6431,40.60
формула,B2,n,6430,40.59
посадить,B2,v,6416,40.51
кулак,B2,n,6413,40.49
всеобщий,B2,adj,6404,40.43
насилие,B2,n,6403,40.42
исходный,B2,adj,6394,40.37
обслуживание,B2,n,6393,40.36
бригада,B2,n,6373,40.23
вызов,B2,n,6367,40.20
капля,B2,n,6358,40.14
лаборатория,B2,n,6356,40.13
гибель,B2,n,6348,40.08
подозревать,B2,v,6333,39.98
обязательство,B2,n,6328,39.95
дар,B2,n,6324,39.92
протокол,B2,n,6324,39.92
рекомендация,B2,n,6320,39.90
максимальный,B2,adj,6298,39.76
минимальный,B2,adj,6295,39.74
стандартный,B2,adj,6278,39.63
высказывание,B2,n,6277,39.63
ловить,B2,v,6275,39.61
альбом,B2,n,6271,39.59
надежный,B2,adj,6266,39.56
коротко,B2,adv,6259,39.51
страдание,B2,n,6256,39.49
нередко,B2,adv,6249,39.45
действующий,B2,adj,6236,39.37
в принципе,B2,mwe,6234,39.36
осуществление,B2,n,6227,39.31
изделие,B2,n,6199,39.14
космос,B2,n,6195,39.11
привлекать,B2,v,6194,39.10
нервный,B2,adj,6188,39.07
могила,B2,n,6162,38.90
приобретать,B2,v,6156,38.86
заметный,B2,adj,6141,38.77
почва,B2,n,6137,38.74
груз,B2,n,6135,38.73
пуля,B2,n,6135,38.73
коммунист,B2,n,6129,38.69
воображение,B2,n,6124,38.66
грубый,B2,adj,6124,38.66
проявлять,B2,v,6107,38.55
глобальный,B2,adj,6096,38.48
сборник,B2,n,6096,38.48
методика,B2,n,6081,38.39
окружать,B2,v,6075,38.35
одиночество,B2,n,6045,38.16
фантазия,B2,n,6042,38.14
с трудом,B2,mwe,6041,38.14
производственный,B2,adj,6034,38.09
волк,B2,n,6018,37.99
ущерб,B2,n,6012,37.95
до тех пор,B2,mwe,5992,37.83
отражать,B2,v,5984,37.78
лезть,B2,v,5977,37.73
выстрел,B2,n,5968,37.68
столетие,B2,n,5966,37.66
что именно,B2,mwe,5964,37.65
ключевой,B2,adj,5962,37.64
доверять,B2,v,5950,37.56
костер,B2,n,5949,37.56
независимо,B2,adv,5949,37.56
жанр,B2,n,5948,37.55
вступать,B2,v,5946,37.54
философский,B2,adj,5943,37.52
решаться,B2,v,5941,37.51
трагедия,B2,n,5938,37.49
можно сказать,B2,mwe,5926,37.41
фестиваль,B2,n,5917,37.35
ненависть,B2,n,5915,37.34
холм,B2,n,5914,37.34
частота,B2,n,5913,37.33
копия,B2,n,5900,37.25
удовлетворение,B2,n,5890,37.18
узел,B2,n,5884,37.15
психолог,B2,n,5879,37.11
вред,B2,n,5877,37.10
финансирование,B2,n,5873,37.08
идеология,B2,n,5859,36.99
командование,B2,n,5855,36.96
создаваться,B2,v,5853,36.95
убеждение,B2,n,5848,36.92
скала,B2,n,5842,36.88
обвинение,B2,n,5836,36.84
в зависимости от,B2,mwe,5828,36.79
превышать,B2,v,5823,36.76
лента,B2,n,5815,36.71
готовность,B2,n,5813,36.70
исполнять,B2,v,5797,36.60
нагрузка,B2,n,5796,36.59
зарубежный,B2,adj,5793,36.57
корреспондент,B2,n,5786,36.53
спутник,B2,n,5786,36.53
цепь,B2,n,5783,36.51
идеал,B2,n,5754,36.33
эпизод,B2,N,5752,36.31
визит,B2,n,5744,36.26
сетевой,B2,adj,5744,36.26
орден,B2,n,5735,36.21
конкуренция,B2,n,5727,36.16
колонна,B2,n,5726,36.15
собор,B2,n,5717,36.09
глупость,B2,n,5712,36.06
подтверждать,B2,v,5704,36.01
распределение,B2,n,5704,36.01
отправляться,B2,v,5702,36.00
любитель,B2,n,5700,35.98
как только,B2,mwe,5695,35.95
приличный,B2,adj,5688,35.91
содержаться,B2,v,5685,35.89
обзор,B2,n,5677,35.84
претензия,B2,n,5668,35.78
нападение,B2,n,5666,35.77
тоска,B2,n,5660,35.73
восстановление,B2,n,5652,35.68
инвестор,B2,n,5645,35.64
разработчик,B2,n,5638,35.59
возникновение,B2,n,5631,35.55
единство,B2,n,5620,35.48
мощность,B2,n,5618,35.47
статистика,B2,n,5604,35.38
повести,B2,v,5599,35.35
убийца,B2,n,5582,35.24
заявлять,B2,v,5566,35.14
местность,B2,N,5564,35.13
экспедиция,B2,n,5563,35.12
прогресс,B2,n,5562,35.11
цитировать,B2,v,5559,35.09
квадратный,B2,adj,5551,35.04
выгодный,B2,adj,5549,35.03
начальный,B2,adj,5544,35.00
аэродром,B2,n,5538,34.96
делиться,B2,v,5537,34.96
допускать,B2,v,5532,34.92
реагировать,B2,v,5529,34.91
союзник,B2,n,5528,34.90
дисциплина,B2,n,5513,34.80
миф,B2,n,5502,34.73
свободно,B2,adv,5502,34.73
в свою очередь,B2,mwe,5478,34.58
конкурент,B2,n,5476,34.57
четкий,B2,adv,5473,34.55
потребление,B2,n,5466,34.51
прозрачный,B2,adj,5465,34.50
настаивать,B2,v,5445,34.38
освобождение,B2,n,5440,34.34
инвестиционный,B2,adj,5429,34.27
густой,B2,adj,5414,34.18
авторитет,B2,n,5403,34.11
отражение,B2,n,5402,34.10
измерение,B2,n,5395,34.06
небесный,B2,adj,5391,34.03
с другой стороны,B2,mwe,5391,34.03
предварительный,B2,adj,5383,33.98
искренне,B2,adv,5382,33.98
заботиться,B2,v,5380,33.96
молиться,B2,v,5373,33.92
компонент,B2,n,5362,33.85
гордость,B2,n,5356,33.81
русь,B2,n prop,5344,33.74
доказывать,B2,v,5343,33.73
наблюдаться,B2,v,5340,33.71
глухой,B2,adj,5337,33.69
металл,B2,n,5336,33.69
сопровождать,B2,v,5319,33.58
пребывание,B2,n,5316,33.56
теоретический,B2,adj,5316,33.56
ложь,B2,n,5314,33.55
к примеру,B2,mwe,5313,33.54
процессор,B2,n,5307,33.50
профиль,B2,N,5300,33.46
квартал,B2,n,5297,33.44
эксплуатация,B2,n,5294,33.42
окончательный,B2,adj,5291,33.40
подъем,B2,n,5283,33.35
металлический,B2,adj,5279,33.33
удачный,B2,adj,5267,33.25
критический,B2,adj,5264,33.23
руль,B2,n,5256,33.18
дважды,B2,adv,5245,33.11
негативный,B2,adj,5236,33.06
свеча,B2,n,5235,33.05
собеседник,B2,n,5216,32.93
супруг,B2,n,5209,32.89
тонна,B2,n,5197,32.81
горизонт,B2,n,5191,32.77
эволюция,B2,n,5182,32.71
типичный,B2,adj,5180,32.70
пустыня,B2,n,5177,32.68
оригинальный,B2,adj,5176,32.68
съезд,B2,n,5150,32.51
позади,B2,adv,5149,32.51
принц,B2,n,5148,32.50
приобретение,B2,n,5148,32.50
график,B2,n,5146,32.49
философ,B2,n,5139,32.44
сдавать,B2,v,5131,32.39
гнев,B2,n,5125,32.35
слабость,B2,n,5116,32.30
целиком,B2,adv,5115,32.29
крепость,B2,n,5113,32.28
а именно,B2,adv,5112,32.27
церковный,B2,adj,5112,32.27
разделять,B2,v,5111,32.27
разбираться,B2,v,5109,32.25
более чем,B2,mwe,5102,32.21
ствол,B2,n,5102,32.21
долина,B2,n,5095,32.17
забор,B2,n,5093,32.15
суровый,B2,adj,5089,32.13
невероятный,B2,adj,5087,32.11
благодарность,B2,n,5084,32.10
мгновенно,B2,adv,5083,32.09
пугать,B2,v,5080,32.07
отчаяние,B2,n,5077,32.05
некогда,B2,adv,5071,32.01
награда,B2,n,5070,32.01
противный,B2,adj,5057,31.93
ярко,B2,adv,5054,31.91
изменять,B2,v,5038,31.81
преследовать,B2,v,5036,31.79
ступень,B2,n,5034,31.78
взаимный,B2,adj,5032,31.77
легенда,B2,n,5031,31.76
оппозиция,B2,n,5030,31.76
установление,B2,n,5025,31.72
посещать,B2,v,5024,31.72
орать,B2,v,5012,31.64
демонстрировать,B2,v,5010,31.63
предположение,B2,n,5003,31.58
хранение,B2,n,5001,31.57
благородный,B2,adj,4998,31.55
грозить,B2,v,4995,31.53
издательство,B2,n,4994,31.53
неудача,B2,n,4991,31.51
муниципальный,B2,adj,4978,31.43
сумасшедший,B2,adj,4973,31.40
мудрость,B2,n,4972,31.39
мрачный,B2,adj,4970,31.38
ядро,B2,n,4967,31.36
виртуальный,B2,adj,4964,31.34
историк,B2,n,4964,31.34
тянуться,B2,v,4962,31.33
предок,B2,n,4956,31.29
доставаться,B2,V,4938,31.17
расположение,B2,n,4935,31.16
базовый,B2,adj,4934,31.15
гигантский,B2,adj,4921,31.07
кафедра,B2,n,4914,31.02
дурной,B2,adj,4904,30.96
на этот раз,B2,mwe,4903,30.95
вследствие,B2,adpos,4898,30.92
технологический,B2,adj,4895,30.90
лапа,B2,n,4892,30.88
поза,B2,n,4886,30.85
старинный,B2,adj,4886,30.85
волнение,B2,n,4883,30.83
руководить,B2,v,4875,30.78
психический,B2,adj,4872,30.76
нравственный,B2,adj,4867,30.73
поставка,B2,n,4866,30.72
размышление,B2,n,4864,30.71
в данном случае,B2,mwe,4862,30.69
архитектура,B2,n,4860,30.68
связывать,B2,v,4856,30.66
химический,B2,adj,4829,30.49
обычай,B2,n,4823,30.45
материя,B2,n,4815,30.40
актуальный,B2,adj,4813,30.39
ветеран,B2,n,4812,30.38
разрыв,B2,n,4808,30.35
жилой,B2,adj,4807,30.35
лицензия,B2,n,4807,30.35
замена,B2,n,4804,30.33
задумываться,B2,v,4803,30.32
пустота,B2,n,4792,30.25
ад,B2,n,4789,30.23
образовательный,B2,adj,4789,30.23
комментировать,B2,v,4785,30.21
рисковать,B2,v,4785,30.21
рассуждать,B2,v,4775,30.15
божественный,B2,adj,4766,30.09
твердо,B2,adv,4761,30.06
банковский,B2,adj,4756,30.03
страховой,B2,adj,4755,30.02
уничтожение,B2,n,4754,30.01
устойчивый,B2,adj,4752,30.00
дизайн,B2,n,4748,29.97
пострадать,B2,v,4748,29.97
приговор,B2,n,4745,29.96
гарантировать,B2,v,4739,29.92
расследование,B2,n,4737,29.91
соотношение,B2,n,4733,29.88
проза,B2,n,4728,29.85
располагаться,B2,v,4727,29.84
поправка,B2,n,4726,29.84
логический,B2,adj,4717,29.78
совпадать,B2,v,4713,29.75
мышца,B2,n,4712,29.75
изображать,B2,v,4709,29.73
набирать,B2,v,4707,29.72
укрепление,B2,n,4706,29.71
фабрика,B2,n,4704,29.70
исследовать,B2,v,4703,29.69
направлять,B2,v,4702,29.68
слепой,B2,adj,4701,29.68
пещера,B2,n,4699,29.67
всемирный,B2,adj,4688,29.60
препятствие,B2,n,4657,29.40
волшебный,B2,adj,4656,29.39
с одной стороны,B2,mwe,4651,29.36
фонарь,B2,n,4651,29.36
подтверждение,B2,n,4649,29.35
производиться,B2,v,4647,29.34
указанный,B2,adj,4646,29.33
департамент,B2,n,4642,29.31
элита,B2,n,4639,29.29
пособие,B2,N,4629,29.22
любопытный,B2,adj,4624,29.19
покидать,B2,v,4623,29.19
коммунистический,B2,adj,4615,29.14
пускать,B2,v,4609,29.10
послание,B2,n,4606,29.08
выражаться,B2,v,4600,29.04
подряд,B2,adv,4584,28.94
хозяйственный,B2,adj,4579,28.91
избегать,B2,v,4568,28.84
любопытство,B2,n,4558,28.78
предполагаться,B2,v,4556,28.76
завершение,B2,n,4548,28.71
нерв,B2,n,4547,28.71
пилот,B2,n,4542,28.67
отзыв,B2,n,4540,28.66
иллюзия,B2,n,4528,28.59
гений,B2,n,4527,28.58
невидимый,B2,adj,4526,28.57
сплошной,B2,adj,4526,28.57
академик,B2,n,4520,28.54
роды,B2,n,4517,28.52
социалистический,B2,adj,4512,28.48
угрожать,B2,v,4506,28.45
кругом,B2,adv,4499,28.40
протест,B2,n,4492,28.36
ограниченный,B2,adj,4491,28.35
выносить,B2,v,4490,28.35
развитый,B2,adj,4485,28.31
тяжесть,B2,n,4477,28.26
во главе,B2,mwe,4466,28.19
бюджетный,B2,adj,4464,28.18
выгода,B2,n,4464,28.18
запрет,B2,n,4464,28.18
уголок,B2,n,4462,28.17
максимум,B2,n,4461,28.16
добиваться,B2,v,4449,28.09
гроб,B2,n,4447,28.07
повышенный,B2,adj,4442,28.04
напечатать,B2,v,4438,28.02
заявка,B2,n,4431,27.97
внедрение,B2,n,4430,27.97
врать,B2,v,4426,27.94
кабина,B2,n,4424,27.93
системный,B2,adj,4424,27.93
критик,B2,n,4419,27.90
служебный,B2,adj,4419,27.90
проговорить,B2,v,4416,27.88
носитель,B2,n,4415,27.87
отчасти,B2,adv,4413,27.86
общественность,B2,n,4404,27.80
численность,B2,n,4402,27.79
кладбище,B2,n,4395,27.75
в настоящее время,B2,mwe,4392,27.73
эхо,B2,n,4392,27.73
икона,B2,n,4380,27.65
последовательность,B2,n,4380,27.65
показание,B2,n,4365,27.56
училище,B2,n,4342,27.41
подводить,B2,v,4315,27.24
пес,B2,n,4312,27.22
инвалид,B2,n,4311,27.22
распространяться,B2,v,4308,27.20
баланс,B2,n,4297,27.13
подозрение,B2,n,4297,27.13
универсальный,B2,adj,4291,27.09
морда,B2,n,4286,27.06
размышлять,B2,v,4286,27.06
постановка,B2,n,4285,27.05
внимательный,B2,adj,4284,27.05
сражение,B2,n,4284,27.05
фрагмент,B2,n,4284,27.05
ценить,B2,v,4281,27.03
подвал,B2,n,4277,27.00
ложный,B2,adj,4275,26.99
привлекательный,B2,adj,4274,26.98
атомный,B2,adj,4269,26.95
заслуживать,B2,v,4266,26.93
разрушение,B2,n,4263,26.91
хор,B2,n,4262,26.91
социализм,B2,n,4258,26.88
атаковать,B2,v,4257,26.88
шеф,B2,n,4257,26.88
секретный,B2,adj,4254,26.86
посещение,B2,n,4253,26.85
продаваться,B2,v,4243,26.79
направляться,B2,v,4241,26.77
на фоне,B2,mwe,4240,26.77
выдающийся,B2,adj,4236,26.74
рай,B2,n prop,4235,26.74
обещание,B2,n,4221,26.65
равновесие,B2,n,4221,26.65
следователь,B2,n,4220,26.64
нить,B2,n,4201,26.52
быт,B2,n,4199,26.51
планирование,B2,n,4184,26.41
за исключением,B2,prep,4181,26.40
бизнесмен,B2,n,4176,26.36
частично,B2,adv,4168,26.31
библия,B2,n,4167,26.31
производительность,B2,n,4167,26.31
настройка,B2,n,4166,26.30
ветвь,B2,n,4163,26.28
неоднократно,B2,adv,4151,26.21
жуткий,B2,adj,4149,26.19
бросаться,B2,v,4131,26.08
придерживаться,B2,v,4130,26.07
районный,B2,adj,4129,26.07
вражеский,B2,adj,4116,25.98
в основном,B2,adv,4115,25.98
рак,B2,n,4106,25.92
таинственный,B2,adj,4104,25.91
коллективный,B2,adj,4097,25.86
биологический,B2,adj,4094,25.85
признаваться,B2,v,4090,25.82
вступление,B2,n,4089,25.81
порода,B2,n,4073,25.71
в пределах,B2,mwe,4071,25.70
либеральный,B2,adj,4063,25.65
отрезать,B2,v,4062,25.64
обширный,B2,adj,4059,25.63
подлежать,B2,v,4052,25.58
идиот,B2,n,4051,25.57
выплата,B2,n,4049,25.56
плен,B2,n,4043,25.52
снимок,B2,n,4041,25.51
топливо,B2,n,4040,25.51
еле,B2,adv,4031,25.45
магия,B2,n,4023,25.40
бессмысленный,B2,adj,4009,25.31
счесть,B2,v,4004,25.28
галерея,B2,n,4003,25.27
строительный,B2,adj,4001,25.26
финансы,B2,n,3999,25.25
жидкость,B2,n,3997,25.23
несчастье,B2,n,3997,25.23
во всяком случае,B2,mwe,3994,25.21
фундаментальный,B2,ADJ,3992,25.20
защитник,B2,n,3990,25.19
специфический,B2,adj,3989,25.18
бурный,B2,adj,3987,25.17
плотный,B2,adj,3983,25.15
повлиять,B2,v,3979,25.12
забавный,B2,adj,3977,25.11
исполнитель,B2,n,3956,24.97
наслаждаться,B2,v,3948,24.92
цепочка,B2,n,3947,24.92
в большинстве,B2,mwe,3945,24.91
мораль,B2,n,3943,24.89
арест,B2,n,3942,24.89
формироваться,B2,v,3941,24.88
пропаганда,B2,n,3940,24.87
тариф,B2,n,3940,24.87
беседовать,B2,v,3939,24.87
нефтяной,B2,adj,3939,24.87
разделение,B2,n,3938,24.86
повторяться,B2,v,3937,24.85
должно быть,B2,mwe,3934,24.84
робот,B2,n,3931,24.82
отбор,B2,n,3920,24.75
старушка,B2,n,3915,24.72
искренний,B2,adj,3906,24.66
отрицать,B2,v,3903,24.64
выделяться,B2,v,3902,24.63
динамика,B2,n,3900,24.62
педагог,B2,n,3899,24.61
в последнее время,B2,adv,3898,24.61
свойственный,B2,adj,3892,24.57
звено,B2,n,3889,24.55
продемонстрировать,B2,v,3886,24.53
регулирование,B2,V,3879,24.49
формальный,B2,adj,3877,24.48
прятаться,B2,v,3867,24.41
шок,B2,n,3865,24.40
бандит,B2,n,3862,24.38
наслаждение,B2,n,3861,24.38
уступать,B2,v,3860,24.37
главным образом,B2,adv,3855,24.34
видеться,B2,v,3851,24.31
даже если,B2,mwe,3851,24.31
объясняться,B2,v,3849,24.30
щит,B2,n,3847,24.29
догадываться,B2,v,3844,24.27
спокойствие,B2,N,3844,24.27
выпускник,B2,n,3841,24.25
обвинять,B2,v,3831,24.19
собственник,B2,n,3829,24.17
оттенок,B2,n,3826,24.15
иск,B2,n,3825,24.15
напряженный,B2,adj,3825,24.15
приз,B2,n,3825,24.15
поступление,B2,n,3824,24.14
действительный,B2,adj,3823,24.14
гипотеза,B2,n,3821,24.12
командовать,B2,v,3813,24.07
колония,B2,n,3812,24.07
маг,B2,n,3811,24.06
размещение,B2,n,3808,24.04
пожалеть,B2,v,3807,24.03
ранить,B2,v,3806,24.03
страхование,B2,n,3796,23.96
по мнению,B2,mwe,3792,23.94
надолго,B2,adv,3791,23.93
юность,B2,n,3789,23.92
принципиальный,B2,adj,3779,23.86
кровавый,B2,adj,3776,23.84
фаза,B2,n,3776,23.84
турнир,B2,n,3774,23.83
фашист,B2,n,3774,23.83
восприниматься,B2,v,3768,23.79
предлагаться,B2,v,3759,23.73
мыслить,B2,v,3756,23.71
болото,B2,n,3745,23.64
контрольный,B2,adj,3744,23.64
интеллект,B2,n,3742,23.62
сохраняться,B2,v,3736,23.59
инстинкт,B2,n,3735,23.58
возглавлять,B2,v,3731,23.55
раса,B2,n,3731,23.55
побережье,B2,n,3729,23.54
желудок,B2,n,3724,23.51
нуль,B2,n,3721,23.49
тезис,B2,n,3715,23.45
принадлежность,B2,n,3710,23.42
возрастать,B2,v,3707,23.40
важность,B2,n,3706,23.40
компенсация,B2,n,3704,23.38
облегчение,B2,n,3702,23.37
поставщик,B2,n,3698,23.35
недовольный,B2,adj,3696,23.33
наблюдатель,B2,n,3695,23.33
удерживать,B2,v,3690,23.30
изготовление,B2,n,3689,23.29
медаль,B2,n,3688,23.28
беспокойство,B2,n,3685,23.26
педагогический,B2,adj,3684,23.26
моряк,B2,n,3683,23.25
что-либо,B2,pron,3677,23.21
одинаково,B2,adv,3675,23.20
формировать,B2,v,3674,23.19
планироваться,B2,v,3673,23.19
мощь,B2,n,3672,23.18
видимость,B2,n,3667,23.15
супруга,B2,n,3666,23.14
правительственный,B2,adj,3661,23.11
дьявол,B2,n prop,3655,23.07
примечание,B2,n,3655,23.07
ружье,B2,n,3655,23.07
оптимальный,B2,adj,3654,23.07
крыса,B2,n,3644,23.01
казнь,B2,n,3642,22.99
служащий,B2,n,3641,22.99
драгоценный,B2,adj,3640,22.98
колебание,B2,n,3640,22.98
муха,B2,n,3639,22.97
капитализм,B2,n,3635,22.95
могучий,B2,adj,3630,22.92
оон,B2,n prop,3615,22.82
фантастический,B2,adj,3613,22.81
полно,B2,adv,3597,22.71
мастерство,B2,n,3590,22.66
радиостанция,B2,n,3588,22.65
персональный,B2,adj,3578,22.59
бюро,B2,n,3577,22.58
раздражать,B2,v,3577,22.58
идеологический,B2,adj,3576,22.58
столкновение,B2,n,3576,22.58
сниться,B2,v,3565,22.51
мучить,B2,v,3564,22.50
дополнение,B2,n,3562,22.49
как минимум,B2,mwe,3559,22.47
здравоохранение,B2,n,3554,22.44
лунный,B2,adj,3553,22.43
решительный,B2,adj,3553,22.43
приоритет,B2,n,3549,22.41
вмешательство,B2,n,3548,22.40
обрадоваться,B2,v,3548,22.40
зерно,B2,n,3547,22.39
ток,B2,n,3547,22.39
гонка,B2,n,3546,22.39
заново,B2,adv,3545,22.38
объединять,B2,v,3541,22.35
демонстрация,B2,n,3540,22.35
гармония,B2,n,3537,22.33
модуль,B2,n,3537,22.33
ориентация,B2,n,3537,22.33
подвергаться,B2,v,3536,22.32
повседневный,B2,adj,3535,22.32
элементарный,B2,adj,3533,22.30
интерфейс,B2,n,3532,22.30
охватывать,B2,v,3528,22.27
усиление,B2,n,3526,22.26
группировка,B2,N,3524,22.25
претендовать,B2,v,3523,22.24
квалификация,B2,n,3516,22.20
незначительный,B2,adj,3513,22.18
президентский,B2,adj,3505,22.13
исключительный,B2,adj,3503,22.11
зрелище,B2,n,3501,22.10
ненужный,B2,adj,3492,22.05
немалый,B2,adj,3491,22.04
передовой,B2,adj,3485,22.00
плоский,B2,adj,3478,21.96
церемония,B2,n,3478,21.96
возбуждение,B2,n,3467,21.89
живопись,B2,n,3467,21.89
советник,B2,n,3466,21.88
оригинал,B2,n,3461,21.85
предстоящий,B2,adj,3460,21.84
соперник,B2,n,3459,21.84
экспорт,B2,n,3451,21.79
вспышка,B2,n,3446,21.76
конституционный,B2,adj,3446,21.76
стабильность,B2,n,3446,21.76
сиденье,B2,n,3442,21.73
нищий,B2,n,3439,21.71
альтернативный,B2,adj,3438,21.70
инспектор,B2,n,3437,21.70
функциональный,B2,adj,3437,21.70
интерпретация,B2,n,3432,21.67
рациональный,B2,adj,3422,21.60
железо,B2,n,3410,21.53
постройка,B2,n,3398,21.45
целевой,B2,adj,3398,21.45
разнообразие,B2,n,3393,21.42
администратор,B2,n,3390,21.40
отверстие,B2,n,3387,21.38
экспертиза,B2,n,3387,21.38
гордый,B2,adj,3384,21.36
строение,B2,n,3383,21.36
покончить,B2,v,3376,21.31
крутить,B2,v,3374,21.30
стремительно,B2,adv,3371,21.28
прислушиваться,B2,v,3367,21.26
потомок,B2,n,3361,21.22
операционный,B2,adj,3356,21.19
предусматривать,B2,v,3353,21.17
любовный,B2,adj,3352,21.16
непрерывный,B2,adj,3352,21.16
панель,B2,n,3352,21.16
печатный,B2,adj,3352,21.16
интеллигенция,B2,n,3350,21.15
патрон,B2,n,3350,21.15
магический,B2,adj,3349,21.14
приступ,B2,n,3349,21.14
гениальный,B2,adj,3343,21.10
печаль,B2,n,3339,21.08
опора,B2,n,3338,21.07
освещение,B2,n,3337,21.07
пейзаж,B2,n,3333,21.04
боевик,B2,n,3325,20.99
заглядывать,B2,v,3323,20.98
речка,B2,n,3323,20.98
совокупность,B2,n,3322,20.97
торговец,B2,n,3322,20.97
драка,B2,n,3319,20.95
космонавт,B2,n,3319,20.95
фашистский,B2,adj,3317,20.94
земельный,B2,adj,3314,20.92
стесняться,B2,v,3314,20.92
мысленно,B2,adv,3310,20.90
порыв,B2,n,3306,20.87
солидный,B2,ADJ,3306,20.87
кошмар,B2,n,3304,20.86
обновление,B2,n,3304,20.86
композиция,B2,n,3303,20.85
интеграция,B2,n,3302,20.85
гуманитарный,B2,adj,3301,20.84
хитрый,B2,adj,3300,20.83
диапазон,B2,n,3297,20.81
выделение,B2,n,3290,20.77
прыжок,B2,n,3290,20.77
уголь,B2,n,3290,20.77
наносить,B2,v,3288,20.76
периодически,B2,adv,3287,20.75
как известно,B2,mwe,3285,20.74
ярость,B2,n,3284,20.73
сверкать,B2,v,3283,20.73
повреждение,B2,n,3280,20.71
топор,B2,n,3279,20.70
изнутри,B2,adv,3276,20.68
ес,B2,n prop,3274,20.67
часовой,B2,n,3273,20.66
заработный,B2,adj,3270,20.64
современник,B2,n,3267,20.63
пар,B2,n,3264,20.61
вена,B2,n,3261,20.59
отпускать,B2,v,3257,20.56
коммунизм,B2,n,3255,20.55
ни разу не,B2,mwe,3251,20.52
ник,B2,n,3249,20.51
разряд,B2,n,3246,20.49
вкладывать,B2,v,3242,20.47
любовник,B2,n,3242,20.47
зафиксировать,B2,v,3239,20.45
радовать,B2,v,3236,20.43
неподалеку,B2,adv,3235,20.42
принцесса,B2,n,3228,20.38
сосуд,B2,n,3227,20.37
самоуправление,B2,n,3225,20.36
сырой,B2,ADJ,3224,20.35
трагический,B2,adj,3223,20.35
психика,B2,n,3222,20.34
чувствоваться,B2,v,3221,20.33
орел,B2,n,3218,20.32
плотно,B2,adv,3217,20.31
портал,B2,n,3217,20.31
реплика,B2,n,3217,20.31
уничтожать,B2,v,3217,20.31
некуда,B2,adv,3215,20.30
инфраструктура,B2,n,3211,20.27
сессия,B2,n,3208,20.25
верующий,B2,n,3207,20.25
телеграмма,B2,n,3207,20.25
вечность,B2,n,3200,20.20
организационный,B2,adj,3199,20.20
тренинг,B2,n,3199,20.20
наивный,B2,adj,3198,20.19
ознакомиться,B2,v,3198,20.19
дефицит,B2,n,3197,20.18
залив,B2,n,3195,20.17
отчетливо,B2,adv,3195,20.17
рваться,B2,v,3192,20.15
обходиться,B2,v,3177,20.06
крестьянский,B2,adj,3176,20.05
годиться,B2,v,3160,19.95
изобретение,B2,n,3160,19.95
обучать,B2,v,3160,19.95
алгоритм,B2,n,3158,19.94
заключенный,B2,n,3158,19.94
относительный,B2,adj,3151,19.89
кирпич,B2,n,3146,19.86
работодатель,B2,n,3146,19.86
убеждать,B2,v,3146,19.86
невозможность,B2,n,3145,19.85
пропускать,B2,v,3143,19.84
тропа,B2,n,3138,19.81
механический,B2,adj,3134,19.79
раздражение,B2,n,3134,19.79
инфляция,B2,n,3131,19.77
потянуться,B2,v,3128,19.75
грубо,B2,adv,3122,19.71
внезапный,B2,adj,3121,19.70
дожидаться,B2,v,3121,19.70
всюду,B2,adv,3113,19.65
шептать,B2,v,3110,19.63
гнездо,B2,n,3104,19.60
модернизация,B2,n,3102,19.58
барьер,B2,n,3101,19.58
митинг,B2,n,3099,19.56
сознательный,B2,adj,3095,19.54
поэма,B2,n,3091,19.51
ранг,B2,n,3091,19.51
коррупция,B2,n,3090,19.51
госдума,B2,n prop,3080,19.44
превращать,B2,v,3080,19.44
упорно,B2,adv,3079,19.44
буря,B2,n,3069,19.38
аналитик,B2,n,3065,19.35
огонек,B2,n,3064,19.34
разрабатывать,B2,v,3064,19.34
фильтр,B2,n,3061,19.32
должный,B2,adj,3060,19.32
ерунда,B2,n,3057,19.30
не менее,B2,mwe,3057,19.30
мужество,B2,n,3055,19.29
задержка,B2,n,3054,19.28
физик,B2,n,3052,19.27
физически,B2,adv,3052,19.27
стабильный,B2,adj,3051,19.26
сопротивляться,B2,v,3046,19.23
гладкий,B2,adj,3044,19.22
призрак,B2,n,3043,19.21
условный,B2,adj,3042,19.20
захватывать,B2,v,3039,19.19
таможенный,B2,adj,3039,19.19
по-разному,B2,adv,3035,19.16
продолжительность,B2,n,3033,19.15
супер,B2,adj,3033,19.15
публиковать,B2,v,3031,19.14
депрессия,B2,n,3030,19.13
энергетика,B2,n,3029,19.12
справляться,B2,v,3028,19.12
фокус,B2,n,3023,19.08
обозначать,B2,v,3021,19.07
болтать,B2,v,3019,19.06
